"예본건강","인삼 및 건강제품","경기 성남시 분당구 정자동48-10 102",""
"503호매점","식품잡화","경기 성남시 분당구 야탑동341번지 테마폴리스 지하 1층 503호",""
"(주)올가홀푸드 정자점","할인점/슈퍼마켓","경기 성남시 분당구 정자일로213번길 18,201동 1층 104호 103","정자동, 성원상떼뷰"
"대성상사","식품잡화","경기 성남시 분당구 석운동70-6번지",""
"주민두레소비자생활협동조합","할인점/슈퍼마켓","경기 성남시 분당구 운중로 118,106호","운중동, 스타타워"
"하모니마트 동판교점","할인점/슈퍼마켓","경기 성남시 분당구 동판교로91 성남판교A124-1BL B101~104호","백현동, 백현마을4단지아파트"
"아이스 월드 분당점","식품잡화","경기 성남시 분당구 느티로 71,1층 110호","정자동, 현대프라자"
"GS25분당정자일로점","편의점","경기 성남시 분당구 정자일로197 2차푸르지오시티 104-1,104-2호","정자동"
"정관장 서판교점","인삼 및 건강제품","경기 성남시 분당구 운중로138번길 37","운중동"
"(주)후니드 SK C&C 데이터센터 매점","식품잡화","경기 성남시 분당구 판교로255번길 46","삼평동"
"365 전자담배아울렛","식품잡화","경기 성남시 분당구 내정로113번길 4,판교시장 1층 105호","정자동"
"한살림성남용인소비자생활협동조합금곡매장","할인점/슈퍼마켓","경기 성남시 분당구 정자일로 15,1층 101호 102호","금곡동, 분당하우스토리"
"주식회사 오아시스 분당정자점","식품잡화","경기 성남시 분당구 정자일로 135,상가 D동 102호","정자동"
"GS25 분당구미점","편의점","경기 성남시 분당구 미금일로79번길 5","구미동"
"정관장 미금역점","인삼 및 건강제품","경기 성남시 분당구 돌마로 46,1층 105호","구미동, 구미동근생빌딩"
"윤지네반찬가게","식품잡화","경기 성남시 분당구 미금일로 55,상가동 105호","구미동, 하얀마을주공6단지아파트"
"이엘글로벌 주식회사","식품잡화","경기 성남시 분당구 정자일로 146,엠코헤리츠 A123호","정자동"
"에버그린하우스","인삼 및 건강제품","경기 성남시 분당구 돌마로 79","금곡동, 썬프라자"
"주식회사 무진개발","식품잡화","경기 성남시 분당구 느티로 22,A-3208","정자동, 백궁동양파라곤"
"쉘파비즈","식품잡화","경기 성남시 분당구 구미로 16,754","구미동, 성우스타우스오피스텔"
"주식회사 케이피엔","인삼 및 건강제품","경기 성남시 분당구 정자일로 15,205호","금곡동, 분당하우스토리"
"이마트24 판교SG","편의점","경기 성남시 분당구 대왕판교로606번길 47,1층 102-2호","삼평동, SG타워"
"다옴","식품잡화","경기 성남시 분당구 내정로174번길 42,2층 208호","수내동, 파크타운서안아파트"
"두스프랑스","식품잡화","경기 성남시 분당구 정자일로 80","정자동, 상록마을4단지아파트"
"하이홀딩스 주식회사","식품잡화","경기 성남시 분당구 운중로233번길 8-8,1층 101호","판교동"
"신미유통","식품잡화","경기 성남시 분당구 느티로87번길 5,지층","정자동"
"오늘반찬","식품잡화","경기 성남시 분당구 벌말로40번길 4,1층 101호","야탑동"
"메디포스트 주식회사","인삼 및 건강제품","경기 성남시 분당구 대왕판교로644번길 21","삼평동"
"메디포스트 주식회사","인삼 및 건강제품","경기 성남시 분당구 대왕판교로644번길 21","삼평동"
"메디포스트(주)","인삼 및 건강제품","경기 성남시 분당구 대왕판교로644번길 21","삼평동"
"메디포스트(주)","인삼 및 건강제품","경기 성남시 분당구 대왕판교로644번길 21","삼평동"
"메디포스트 주식회사","인삼 및 건강제품","경기 성남시 분당구 대왕판교로644번길 21","삼평동"
"메디포스트 주식회사","인삼 및 건강제품","경기 성남시 분당구 대왕판교로644번길 21","삼평동"
"메디포스트(주)","인삼 및 건강제품","경기 성남시 분당구 대왕판교로644번길 21","삼평동"
"메디포스트(주)","인삼 및 건강제품","경기 성남시 분당구 대왕판교로644번길 21","삼평동"
"메디포스트 (주)","인삼 및 건강제품","경기 성남시 분당구 대왕판교로644번길 21","삼평동"
"메디포스트 (주)","인삼 및 건강제품","경기 성남시 분당구 대왕판교로644번길 21","삼평동"
"메디포스트(주)","인삼 및 건강제품","경기 성남시 분당구 대왕판교로644번길 21","삼평동"
"메디포스트 (주)","인삼 및 건강제품","경기 성남시 분당구 대왕판교로644번길 21","삼평동"
"씨유 서현솔밭점","편의점","경기 성남시 분당구 서현로247번길 12,1층","서현동"
"주식회사 하울","식품잡화","경기 성남시 분당구 운중로 124,203호","운중동"
"이마트24 분당오리점","편의점","경기 성남시 분당구 구미로9번길 25,1동 1층 114호","구미동, 분당대맥주차빌딩"
"주식회사 시너지포인트","인삼 및 건강제품","경기 성남시 분당구 운중로 128,7층","운중동"
"주민두레소비자생활협동조합","할인점/슈퍼마켓","경기 성남시 분당구 돌마로 87,1층 107호 108호","금곡동, 골드프라자"
"동온하정","식품잡화","경기 성남시 분당구 성남대로 393,20층","정자동, 두산위브파빌리온"
"동화벤딩","식품잡화","경기 성남시 분당구 분당로201번길 17,108동 902호","서현동, 효자촌현대아파트"
"정관장 중탑점","인삼 및 건강제품","경기 성남시 분당구 벌말로 43,B02호","야탑동, 대경오피스텔"
"이마트24 분당수내점","편의점","경기 성남시 분당구 발이봉남로11번길 1,1층","수내동"
"GS25 판교GB점","편의점","경기 성남시 분당구 판교로256번길 19,지하1층","삼평동"
"주식회사 더블유인터내셔널","식품잡화","경기 성남시 분당구 산운로160번길 12,101호","운중동"
"우리생협 수내점","할인점/슈퍼마켓","경기 성남시 분당구 내정로 167,1층 106호 107호","수내동"
"GS25분당성원점","편의점","경기 성남시 분당구 성남대로 170 ,한국프라자 112,113-1호","금곡동"
"허브웰니스클럽","인삼 및 건강제품","경기 성남시 분당구 미금로 215,근린상가동 2층 212호","금곡동, 청솔마을대원아파트"
"더핏","인삼 및 건강제품","경기 성남시 분당구 황새울로258번길 43,2층","수내동, 현대수내프라자"
"원(one)더핏점핑","인삼 및 건강제품","경기 성남시 분당구 벌말로 33,4층 402호","야탑동"
"호야","식품잡화","경기 성남시 분당구 불정로77번길 10,3층 301호","정자동"
"건강한 밥상","식품잡화","경기 성남시 분당구 중앙공원로40번길 8,1층 127호","서현동, 현대근린상가"
"초록마을(분당운중점)","할인점/슈퍼마켓","경기 성남시 분당구 운중로138번길 28-8,103호","운중동"
"코레일유통(분당)","편의점","경기 성남시 분당구 야탑로 94,2층","야탑동, 농협빌딩"
"서울연세건강","인삼 및 건강제품","경기 성남시 분당구 서현로210번길 20,3층 306호","서현동, 코코프라자"
"주식회사 코리드 성남지점","할인점/슈퍼마켓","경기 성남시 분당구 동판교로 56","백현동"
"베지박스","식품잡화","경기 성남시 분당구 쇳골로 66,1층","금곡동"
"GS25판교허브점","편의점","경기 성남시 분당구 판교역로 109 ,판교SK허브 A동 B210호","백현동"
"주식회사 달콤","식품잡화","경기 성남시 분당구 분당로 55,9층","서현동, 분당퍼스트타워"
"정자마트","할인점/슈퍼마켓","경기 성남시 분당구 느티로 67,지하1층","정자동"
"동신푸드","식품잡화","경기 성남시 분당구 내정로129번길 2-1,101호,B01호","정자동"
"(주)청아","식품잡화","경기 성남시 분당구 궁내동322-2번지 한빛빌딩 2층",""
"케이유통","인삼 및 건강제품","경기 성남시 분당구 정자일로 15,분당하우스토리 205호 일부","금곡동"
"GS25 분당금강점","편의점","경기 성남시 분당구 미금로22번길 9,상가 101호 103호","구미동, 무지개마을금강아파트"
"CU 서현아이원점","편의점","경기 성남시 분당구 서현로 170,2층 207호","서현동, 풍림아이원플러스"
"바이앤드링크","식품잡화","경기 성남시 분당구 느티로77번길 18-4,지층","정자동"
"베스트헬스케어","인삼 및 건강제품","경기 성남시 분당구 성남대로926번길 6 ,야탑대덕프라자 801 일부","야탑동"
"토끼마트","할인점/슈퍼마켓","경기 성남시 분당구 야탑로 162 ,상가동 1층 3호","야탑동, 진흥더블파크"
"(주)더블에프앤시","식품잡화","경기 성남시 분당구 운중로277번길 9","판교동"
"스타일업 (Style up)","식품잡화","경기 성남시 분당구 내정로107번길 5,B1층","정자동"
"CU 백현카페거리점","편의점","경기 성남시 분당구 판교역로50번길 30,1층 102호","백현동"
"GS25 정자으뜸점","편의점","경기 성남시 분당구 백현로144번길 7-6,1층","정자동"
"씨앤씨","식품잡화","경기도 성남시 분당구 분당로53번길 10206호","동호플라자"
"유한회사 평안","할인점/슈퍼마켓","경기 성남시 분당구 판교대장로 84","대장동"
"이마트24 분당테크노파크점","편의점","경기도 성남시 분당구 판교로 6691층 101호",""
"GS25분당신화점","편의점","경기 성남시 분당구 정자로 112,상가동 1층 19호 20호","정자동, 정든마을신화5단지아파트"
"분당정동 주식회사","할인점/슈퍼마켓","경기 성남시 분당구 내정로166번길 7-6,1층 28,30,71,72,91~118호,2층 209호 상가","수내동, 파크타운대림아파트"
"정자정동 주식회사","할인점/슈퍼마켓","경기 성남시 분당구 내정로 55,지하1층","정자동, 상록마을우성아파트"
"(주)다온푸드","식품잡화","경기 성남시 분당구 판교역로192번길 14-2,엔 914 49","삼평동"
"주식회사 엔케이맥스에이치앤디","인삼 및 건강제품","경기도 성남시 분당구 대왕판교로 700씨동 303호",""
"이선생찬방","식품잡화","경기도 성남시 분당구 운중로267번길 4-12103호",""
"낙생농협미금지점 락마트","농협(기타)","경기도 성남시 분당구 돌마로 861층","구미동,엘레강스프라자"
"소백스토어 주식회사","인삼 및 건강제품","경기도 성남시 분당구 돌마로 80437호",""
"위드미분당구미점","편의점","경기도 성남시 분당구 미금일로74번길 20.",""
"장수건강원","인삼 및 건강제품","경기도 성남시 분당구 내정로174번길 42지하층 143호","파크타운주상복합상가"
"주식회사 보타닉랩","식품잡화","경기 성남시 분당구 성남대로43번길 10,309호 일부","구미동, 하나EZ타워"
"영진슈퍼","할인점/슈퍼마켓","경기도 성남시 분당구 야탑로69번길 211층117호","야탑동,영진다이비스상가"
"씨앤씨","식품잡화","경기도 성남시 분당구 분당로53번길 10206호",""
"베이프온 전자담배 멀티샵","식품잡화","경기도 성남시 분당구 성남대로926번길 12104호",""
"원할인마트","할인점/슈퍼마켓","경기도 성남시 분당구 동판교로 92102호","백현동, 가상가"
"웰비타민","인삼 및 건강제품","경기도 성남시 분당구 서현로 192404","서현동, 이베스밸리"
"주식회사씨디에스푸드","식품잡화","경기도 성남시 분당구 내정로17번길 21층1004호","정자동"
"다락골부대찌개","식품잡화","경기도 성남시 분당구 내정로174번길 42지48호,지63호","수내동, 파크타운주상복합상가"
"GS25 분당코포모점","편의점","경기 성남시 분당구 황새울로200번길 34,103호","수내동, KoFoMo빌딩"
"뉴트리코어 서현점","인삼 및 건강제품","경기도 성남시 분당구 중앙공원로39번길 491층 128호","서현동,서현지엔느"
"(주)힘난다","식품잡화","경기도 성남시 분당구 판교역로192번길 14-2625호",""
"경기마을교육공동체사회적협동조합분당경영","식품잡화","경기도 성남시 분당구 금곡로 289금곡동 , 분당경영고등학교",""
"메디포스트 (주)","인삼 및 건강제품","경기도 성남시 분당구 대왕판교로644번길 21.",""
"명가특산","식품잡화","경기도 성남시 분당구 불정로386번길 10지층1호","서현동.601동상가"
"씨유 수내벽산점","편의점","경기 성남시 분당구 돌마로 364 ,1층 3,4호","수내동"
"CU 백현휴먼시아점","편의점","경기 성남시 분당구 동판교로 49 ,101동 101호","백현동"
"설성목장 서판교점","편의점","경기도 성남시 분당구 운중로 120102호",""
"(주)제니앤웨슬리","식품잡화","경기도 성남시 분당구 백현로 9712층 1201호",""
"은혜반찬","식품잡화","경기도 성남시 분당구 중앙공원로39번길 7지하1층1호","서현동,삼성.한신근린상가"
"아름슈퍼","식품잡화","경기도 성남시 분당구 판교로 430105호",""
"총각네 동판교점","할인점/슈퍼마켓","경기도 성남시 분당구 판교로 376101호",""
"주식회사 오아시스 서현점","식품잡화","경기 성남시 분당구 돌마로476번길 31101호 외 10개호 서현동, 효자촌삼환아파트",""
"(주)우리집건강","인삼 및 건강제품","경기도 성남시 분당구 야탑로 95512","야탑동, 세신옴니코아"
"장독대동판교점","식품잡화","경기도 성남시 분당구 판교로 376,104동 1층","삼평동,마크시티퍼플"
"위드미 분당정자역점","편의점","경기도 성남시 분당구 정자일로198번길 201층","정자동, 칼튼호텔"
"주식회사 두잇","인삼 및 건강제품","경기 성남시 분당구 성남대로43번길 10,809호 810호","구미동, 하나EZ타워"
"행주몰","식품잡화","경기도 성남시 분당구 야탑로 95지하1층 테마보석사우나",""
"GS25 분당수내본점","편의점","경기 성남시 분당구 황새울로258번길 32,1층 116호","수내동, 코리아나빌딩"
"진수성찬","식품잡화","경기도 성남시 분당구 내정로 58116호",""
"주식회사 대한생명공학줄기세포뱅크","인삼 및 건강제품","경기도 성남시 분당구 대왕판교로 670비동 702호",""
"오케이(OK)마트","식품잡화","경기도 성남시 분당구 불정로 2521층 101호~105호",""
"GS25 분당아이원","편의점","경기 성남시 분당구 서현로 170,230-1호","서현동, 풍림아이원플러스"
"이마트24 분당정자본점","편의점","경기 성남시 분당구 정자동 68-9",""
"한국마쯔다니 주식회사","식품잡화","경기도 성남시 분당구 야탑로81번길 102","야탑동,아미고타워5층"
"크리스탈유통","식품잡화","경기도 성남시 분당구 탄천로 95407-1604","아름마을"
"필립프라임","인삼 및 건강제품","경기도 성남시 분당구 황새울로311번길 8-51층 102호",""
"데일리반찬","식품잡화","경기 성남시 분당구 미금로 48,1층 109호","구미동, 오성프라자"
"산마을반찬","식품잡화","경기도 성남시 분당구 중앙공원로31번길 421층",""
"CU 분당정자점","편의점","경기 성남시 분당구 내정로17번길 3,1층","정자동"
"이마트24 분당한솔마을점","편의점","경기도 성남시 분당구 정자로 1431층 101호,102호","정자동, 한솔마을분산상가"
"순우리인삼 분당지사","인삼 및 건강제품","경기도 성남시 분당구 돌마로 85405호",""
"수정유통","식품잡화","경기도 성남시 분당구 장미로 1931",""
"사와이코리아","식품잡화","경기도 성남시 분당구 장미로48번길 10르네상스오피스텔342호",""
"(주) 제이드에프앤비","식품잡화","경기도 성남시 분당구 황새울로200번길 281004호",""
"퓨리스석수생수","식품잡화","경기도 성남시 분당구 성남대로779번길 204층 417호",""
"CU 분당그랑시아점","편의점","경기 성남시 분당구 구미로9번길 10 ,1층 101-1호","구미동, 세종그랑시아II"
"길사랑장학사업담(주)서울하이페스","편의점","경기도 성남시 분당구 대왕판교로 294궁내동 257-20",""
"한신슈퍼","할인점/슈퍼마켓","경기도 성남시 분당구 중앙공원로39번길 7지하1층",""
"주식회사 힐코파트너스","인삼 및 건강제품","경기도 성남시 분당구 성남대로 912,709호","야탑동,분당BYC빌딩"
"주식회사 닥터브레인","식품잡화","경기 성남시 분당구 성남대로 165,2층 218-1호","금곡동"
"한살림성남용인소비자생활협동조합 이매매","할인점/슈퍼마켓","경기도 성남시 분당구 판교로 4721층",""
"제일식품","식품잡화","경기도 성남시 분당구 내정로129번길 31-91층",""
"(주)제이삼네트웍스","식품잡화","경기 성남시 분당구 야탑로 28 ,우당빌딩 502호","야탑동"
"맛상쿡123","식품잡화","경기도 성남시 분당구 느티로51번길 8-41층",""
"(주)신우웰 한국학중앙연구원점","연쇄점","경기도 성남시 분당구 하오개로 323매점",""
"목련쌀상회","미곡상","경기도 성남시 분당구 판교로 607복합상가동 106호","야탑동, 목련마을주공1단지아파트"
"라미벨르","식품잡화","경기 성남시 분당구 산운로160번길 20-6,1층","운중동"
"모모스 키친","식품잡화","경기도 성남시 분당구 돌마로486번길 12,지하1층 B-14호",""
"(주)제이비케이메디칼","인삼 및 건강제품","경기도 성남시 분당구 대왕판교로 670B동 1001호",""
"(주)장봉근헬스케어","인삼 및 건강제품","경기도 성남시 분당구 대왕판교로 670비동 1001호",""
"라이프코퍼레이션","식품잡화","경기도 성남시 분당구 정자일로 135A동2008호",""
"정관장 수내동푸른마을점","인삼 및 건강제품","경기도 성남시 분당구 돌마로356번길 3그랜드빌딩 1층 106호",""
"(주)네오커머스","인삼 및 건강제품","경기 성남시 분당구 매화로 38,3층","야탑동, 성우오피스빌딩"
"압구정볶는커피에스엔","식품잡화","경기도 성남시 분당구 분당로 244201","분당동, 하나빌라"
"옥토퍼스","식품잡화","경기도 성남시 분당구 중앙공원로39번길 7지하층1호","한신슈퍼"
"드림아이스","식품잡화","경기도 성남시 분당구 중앙공원로31번길 42121호","서현동,파크프라자"
"S더핏점핑","인삼 및 건강제품","경기도 성남시 분당구 판교로 438지하 1층 일부","이매동 경림빌딩"
"(주)올가홀푸드 이매점","식품잡화","경기도 성남시 분당구 이매로 491층",""
"(주)올가홀푸드 분당 정자점","할인점/슈퍼마켓","경기도 성남시 분당구 정자일로213번길 18201동103호",""
"GS25 분당신영점","편의점","경기 성남시 분당구 탄천상로 164,1층 F-7호","구미동, 시그마2오피스텔"
"패밀리찬(FAMILY CHAN)","식품잡화","경기도 성남시 분당구 운중로 1231층 101호",""
"에잇코너스","인삼 및 건강제품","경기도 성남시 분당구 백현로 148401호",""
"(주)인이스홀딩스","식품잡화","경기도 성남시 분당구 구미로9번길 175층 502호 503호 504호 505층 506층 507층",""
"(주)더비츠 비츠분당정자점","식품잡화","경기도 성남시 분당구 정자일로 220동양정자파라곤 제2단지상가동 108호",""
"뉴성남키즈","식품잡화","경기도 성남시 분당구 야탑로167번길 9101호","야탑동"
"엘림반찬","식품잡화","경기도 성남시 분당구 중앙공원로40번길 81층 134호",""
"주식회사 판크로스","식품잡화","경기 성남시 분당구 운중로233번길 10,1층 102호","판교동"
"한국공판장","할인점/슈퍼마켓","경기도 성남시 분당구 내정로 54한솔마을나상가동 1층 101,102호",""
"(주)코드원","식품잡화","경기도 성남시 분당구 새나리로6번길 7야탑동",""
"반찬도둑","식품잡화","경기도 성남시 분당구 구미로9번길 17109호",""
"메디포스트(주)","인삼 및 건강제품","경기도 성남시 분당구 대왕판교로644번길 21.",""
"캡코","식품잡화","경기도 성남시 분당구 황새울로200번길 9-72302호",""
"주식회사 푸드앤조이(Food & Joy Co Ltd)","식품잡화","경기도 성남시 분당구 성남대로916번길 11, 401호","글라스타워"
"레이니몬 (RainyMon)","식품잡화","경기도 성남시 분당구 운중로166번길 4-5, 101호","운중동"
"씨유 수내푸른숲점","편의점","경기 성남시 분당구 발이봉북로31번길 2","수내동, 정일빌딩"
"제주로부터","식품잡화","경기도 성남시 분당구 내정로166번길 7-6.138동902호",""
"한뫼플러스 주식회사","식품잡화","경기도 성남시 분당구 성남대로916번길 7.302-2호",""
"운남보이차분당점","식품잡화","경기도 성남시 분당구 황새울로351번길 10201호","서현동,여암빌딩"
"풍림아이원마트","할인점/슈퍼마켓","경기 성남시 분당구 서현로 170,Z동 103-2호","서현동, 풍림아이원플러스"
"이마트24분당구미점","편의점","경기도 성남시 분당구 미금일로74번길 20.",""
"몸편한세상","인삼 및 건강제품","경기도 성남시 분당구 돌마로 474층 407호 일부",""
"주민두레소비자생활협동조합 서현점","할인점/슈퍼마켓","경기도 성남시 분당구 중앙공원로39번길 491층 120-1호",""
"CU 오리포스빌점","편의점","경기 성남시 분당구 성남대로 51,1층 125호","구미동, 분당포스빌오피스텔"
"비오토니","식품잡화","경기도 성남시 분당구 산운로160번길 20-5104호",""
"씨스페이스 미금점","편의점","경기도 성남시 분당구 미금일로90번길 22구미동",""
"세븐트리 주식회사","인삼 및 건강제품","경기도 성남시 분당구 야탑로 64에이스코아빌딩 3층 301호",""
"주식회사 프레이저커피","식품잡화","경기 성남시 분당구 구미로9번길 25,1동 1층 106호","구미동, 분당대맥주차빌딩"
"아침마당농수산물센터","할인점/슈퍼마켓","경기도 성남시 분당구 중앙공원로40번길 41층 101호","서현동,현대카스빌딩"
"소셜품앗이","식품잡화","경기도 성남시 분당구 장미로140번길 3-13지하1층",""
"창신해독","인삼 및 건강제품","경기도 성남시 분당구 돌마로 73우방코아 403호",""
"샐러드나인","식품잡화","경기 성남시 분당구 판교공원로2길 32,1층","판교동"
"픽미픽미아이스 분당동아점","편의점","경기도 성남시 분당구 불정로 141102호",""
"이마트24 분당정자본점","편의점","경기도 성남시 분당구 내정로107번길 161층 101호",""
"킹콩전자담배 판교역점","식품잡화","경기도 성남시 분당구 대왕판교로606번길 39111호",""
"세븐일레븐 분당청솔주공점","편의점","경기 성남시 분당구 미금로 218 ,상가동 1층 108호 ,101호","금곡동"
"애플(Apple)","식품잡화","경기도 성남시 분당구 내정로 152129동 1502호",""
"이마트24 판교SG","편의점","경기도 성남시 분당구 대왕판교로606번길 471층102-2호",""
"(사)국제보이차문화재단","식품잡화","경기도 성남시 분당구 야탑로 28비1 505호",""
"씨유 분당시그마2점","편의점","경기 성남시 분당구 탄천상로 164 ,시그마2오피스텔 지하층 비1-18호","구미동"
"CU 분당이매아름점","편의점","경기 성남시 분당구 탄천로 95,상가 101호","이매동, 아름마을4단지아파트"
"이마트24 분당장미현대점","편의점","경기도 성남시 분당구 장미로 1011층",""
"알샘생명과학 주식회사","식품잡화","경기도 성남시 분당구 판교로 744C동 306호","야탑동, 분당테크노파크"
"GS25 분당수호점","편의점","경기 성남시 분당구 느티로51번길 14,1층","정자동"
"으뜸청과 담배","식품잡화","경기도 성남시 분당구 내정로174번길 42108. 127호",""
"(주)이롬","인삼 및 건강제품","경기도 성남시 분당구 분당내곡로 1518층 1호",""
"GS25 분당초림점","편의점","경기 성남시 분당구 내정로173번길 49 ,3동 107,122호","수내동"
"아이벅스 코리아","식품잡화","경기도 성남시 분당구 판교로711번길 102층 2호",""
"GS25 분당미래점","편의점","경기 성남시 분당구 분당로263번길 13,B동 1층 103호 107호","서현동"
"씨유 동판교골드점","편의점","경기 성남시 분당구 동판교로 212,제나상가동 101호","삼평동, 봇들마을6단지아파트"
"지 베이프(G-vape)","식품잡화","경기도 성남시 분당구 판교역로 152지하1층 6동측",""
"GS25 판교삼평점","편의점","경기 성남시 분당구 판교로 393,2동 101호 상가 102호","삼평동, 봇들마을2단지이지더원아파트"
"피디씨씨 복지카페","식품잡화","경기도 성남시 분당구 판교로 242씨동 1층",""
"(주)네츄럴메이드","인삼 및 건강제품","경기도 성남시 분당구 운중로 129마크씨티옐로우604호",""
"천년지심","인삼 및 건강제품","경기도 성남시 분당구 성남대로331번길 3-12303호",""
"헬스토피아","인삼 및 건강제품","경기도 성남시 분당구 내정로165번길 38, 601동 145호",""
"웨이스탑","식품잡화","경기도 성남시 분당구 대왕판교로644번길 65제가상가동104호",""
"휴앤존주식회사","할인점/슈퍼마켓","경기도 성남시 분당구 양현로 322지하1층 비1-1호","야탑동, 코리아디자인센터"
"씨유 분당청솔점","편의점","경기 성남시 분당구 금곡로 263,상가 1층 106호","금곡동, 청솔마을공무원아파트"
"비어앤크림서현점","식품잡화","경기도 성남시 분당구 불정로376번길 31604동 129호",""
"주식회사 썸띵뉴","식품잡화","경기도 성남시 분당구 정자일로 27, 207호","금곡동, 코오롱더프라우아파트"
"쉐비","식품잡화","경기 성남시 분당구 대왕판교로 148,2층","금곡동"
"주식회사 인바이오헬스","인삼 및 건강제품","경기도 성남시 분당구 정자일로 121비동12호",""
"명성푸드","식품잡화","경기도 성남시 분당구 야탑로231번길 38207동 106호",""
"주식회사 프레시원강남 판교지점","식품잡화","경기 성남시 분당구 대왕판교로 764","삼평동"
"(주)마마쿡 분당점","식품잡화","경기도 성남시 분당구 성남대로 165천사의도시1 101-1,2,3",""
"분당얼음","식품잡화","경기도 성남시 분당구 백현로144번길 7-41층","정자동"
"소예 예쁘게담다","식품잡화","경기도 성남시 분당구 장미로122번길 11-7, 1층 101호",""
"이마트24 분당스마일점","편의점","경기도 성남시 분당구 장미로 55197동 104호",""
"도리깨침&뀌숑","식품잡화","경기도 성남시 분당구 정자일로 230,1층108호,109호",""
"(주)올가홀푸드 분당서현점","인삼 및 건강제품","경기도 성남시 분당구 중앙공원로40번길 42서현동",""
